,X1,pros_page1,pros_page_rating_value,
193,23,"Respect to your private life
Good balance between work and pricvate life
Well communication",4,#N/A
194,23,"I worked at FactSet as the company grew from a few hundred employees to several thousand and it was a great experience. No other place could you go and get the ability to work hand and hand with leading financial services companies on cutting edge strategies with direct interaction. The teams there were great and the company was going to great lengths with internal job fairs, internal training, working out of other... offices(Tokyo & Sydney were a few that US based consultants worked)  and job shadowing to allow current employees to grow their careers.",4,#VALUE!
195,23,great work working. People are nice and friendly and willing to share knowledge. Great work and life balance. Has a lot social activities,4,#N/A
196,23,Exposure to lots of different clients and processes,4,#N/A
197,23,"Good work life balance possible, culture is friendly and there is good career prospects for those beginning their career in finance. Good learning and networking opportunities in those first few years if they are taken advantage of.",4,#N/A
198,23,"Excellent benefits....from insurance to vacation to stock ownership opportunities.  Very team-focused environment.  Out of college, it's an excellent alternative to some of the other entry level jobs out there where you're stuck in a back room somewhere.  You're very quickly given a decent amount of responsibility and expected to get the job done.  Management isn't looking over your shoulder.",4,#VALUE!
199,23,"Challenging work environment, constant thrills",2,#N/A
200,23,good place to work for beginners. The company supports professional growth via certification assistance. Great place to learn colloborative work.will learn good sofware engineering which is so essential to grow in quant finance. Good work life balance.,4,#N/A
201,24,"Very relaxing atmosphere, ability to do what you want",3,#N/A
202,24,"Free lunch. Regular benefits. Interaction with some bright people in the finance industry. $55k starting base salary out of college, $2-5k salary increase every 6 months. Great collegiate environment.",3,#N/A
203,24,Good environment.Nice people. Good managers.,4,#N/A
204,24,"Decent hours(don't work weekends), free lunch and free snacks, startup company culture. Colleagues are generally friendly, caring and helpful.",4,#N/A
205,24,"Excellent benefits and extremely flexible scheduling (i.e. if you need to work at home, take time for a medical appointment).  Engineering managers did a good job of filtering communication from Product Design and Consulting (i.e. all the facts you need, while protecting you from unnecessary interruptions from other departments).  Free snacks/drinks and free lunch (along with all manner of other free food) is a nice... perk.  Excellent engineering tools in place (i.e. development environment, build system, source control).  Engineering department has a nice degree of autonomy.  Nice proximity to New York City (from Norwalk, CT location).  Length of work week is extremely reasonable (40-45 hrs. per week typically).",4,#VALUE!
206,24,"Teamwork 
Benefits
Young atmosphere
Great people
Career growth",4,#N/A
207,24,"Exposure to financial landscape. Talented, young workforce. Good opportunities for growth.",4,#N/A
208,24,"relaxed, autonomous, friendly environment.
free drinks. free breakfast sometimes.
helpful colleagues.
easily connected to other colleagues at different locations and countries.
possibility of working from home.",4,#N/A
209,24,Great congenial work place for those in their mid 20s. Gain excellent perspective and insight into all aspects of the financial world.,2,#N/A
210,24,"Freedom of development, good colleagues, take more time but implement good code, cool managers, Good Work life balance, better recognition, easy access senior management people.",4,#N/A
