Employer.s.Name,Review.Link,Job.Title,Review.Date,Review.City.Town.Name,Review.State.Name,Review.Country.Name,Current.Job,Length.of.Employment,Employment.Status,Overall.Satisfaction,Career.Opportunities,Compensation...Benefits,Senior.Leadership,Work.Life.Balance,Culture...Values,Business.Outlook,Recommend.to.Friend,CEO.Approval,Pros,Cons,Advice.to.Sr..Management,Headline,Employer.Response
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW17053619.htm,Intern,9/27/2017,New York,New York State,US,No,More than a year,Intern,5,5,4,5,5,5,Staying the Same,Yes,Approve,Good culture and nice people .,Different departments seems very disconnected from one another - which makes sense especially for regulatory reasons.,Keep up the good work!,Great employer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16923725.htm,Lead,9/20/2017,South Brunswick Terrace,New Jersey,US,Yes,More than 5 years,Full-time,3,2,3,2,2,2,Getting Better,No,Approve,"flexible working hours, decent salary","biased strategic decisions.
legacy mindset people.", ,Decent company, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16841628.htm,Senior Tech Analyst,9/15/2017,Charlottesville,Virginia,US,Yes,More than 5 years,Full-time,5,5,4,4,4,5,Getting Better,Yes,Approve,This is a great place to work. Plenty of room for advancement. Company gives annual bonus and I have received annual raises,There are no cons (in my position) that are worth mentioning. Other than the fact that I have to come to Charlottesville daily.,Keep doing what your doing. Setting expectations and then keeping a hands of approach is a great motivator. Nice to see that I am expected to be responsible,Good Place to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16754617.htm,Proofreader/Editor,9/10/2017,Atlanta,Georgia,US,Yes,More than a year,Contract,5,0,0,0,0,0,Staying the Same,Yes,No Rating,"Great team work across the organization, full time employees are supportive to others in independent contractor roles. There is a learning curve in the beginning, as with any job. But if you are tenacious and get through training, it is a really good environment. Flexible schedule allows time to accept other writing/editing jobs on a freelance basis. Good work/life balance/telecommuting opportunity. No issues so far with SNL integration, new technology applications seem like a positive move.","Because the business is cyclical, you might want to put in a lot of hours during earnings season but then you can take time off during off-peak season, which is not really a con to some of us.",Awesome job.,Proofreader/Editor, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16625612.htm,Editor,9/1/2017,Charlottesville,Virginia,US,No,More than 5 years,Full-time,2,2,2,2,3,3,Getting Better,No,Approve,not a bad place if you want to work with a lot of hipsters playing grownup,management always looking for ways to pile on more work while short-changing on pay (in review metrics alaways pitting quality vs quantity),pay people what they are worth,"overworked, underpaid", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16586589.htm,Client Development Associate,8/30/2017,Boston,Massachusetts,US,Yes,Less than a year,Full-time,4,5,5,5,4,5,Getting Better,Yes,Approve,"The management is very helpful and encouraging, the pay is good, beautiful offices, potential for growth, great benefits, a universally respected company that clients want to do business with.","Very few to think of. At times it can be difficult to get in touch with the right person internally, but that's probably not uncommon at large corporations.", ,"Don't be overwhelmed at first and take everything in stride, great people and a great company to grow with.", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16420975.htm, ,8/18/2017,New York,New York State,US,No,More than a year,Full-time,5,0,0,0,0,0, , ,No Rating,Perfect Environment for beginners. Friendly associates and flexible hours.,There were limited learning opportunities., ,Research Associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16224171.htm,Systems Engineer,8/4/2017,New York,New York State,US,No,More than 5 years, ,1,3,3,1,1,1,Getting Worse,No,Disapprove,Once you're hired the likelihood of being let go is minimal. The only people the leave the company are the top people after they get tired of fighting to better the company. Working from home most of the time is a plus.,"This company is on a severe downward swing. Since they bought SNL and put their management structure in place all the company has suffered. All the key talent is leaving. The SNL staff are barely capable and fail consistently on project after project while costing the company millions. Executives and upper management positions are like a turnstile. I'm my seven year. I had 5 CIO's,  4 VP's, and 3 Directors. The architecture is so large that most burn out before they can do anything effective. There is way to much in-fighting, political drama, and the 80/20 rule is more like the 90/10 rule.", ,Just Don't Do It, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16169568.htm,Senior Product Consultant,8/1/2017,Centennial,Colorado,US,No,More than 10 years,Full-time,1,2,4,1,2,1,Getting Worse,No,Disapprove,Because it's such a large corporation the benefits are great.  They also are somewhat flexible working remote especially for weather and sickness.,"S&P acquired SNL Financial and gave the President of SNL Financial full reign of the company.  His management team have made very poor choices with software implementations, which has hindered and slowed down processes and client service.","Take a look at the companies they are investing in for day to day functions, it seems the changes are because they are a friend of a friend and not for the wellbeing of the company.  Clients are starting to notice and will eventually go elsewhere.  It's time to take back the keys!",Gave up the keys to the car, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW16131887.htm, ,7/30/2017,New York,New York State,US,No,More than 5 years,Full-time,4,4,4,1,4,3,Getting Better,Yes,Disapprove,"Good people, benefits, and strong team model of work",Under heavy change with SNL acquisition in 2016,Understand that non-SNL folks actually understood business as well as new SNL team.,Good place - going through some changes with recent acquisition of SNL, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15972383.htm,Senior Project Manager,7/19/2017,Charlottesville,Virginia,US,Yes,More than a year,Full-time,4,5,3,5,5,5,Getting Better,Yes,Approve,"Great Management, Supportive work environment, Flexible with Work from home option. They care for employees",Less Salary compared to other organizations, ,Project Manager, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15904133.htm,Director,7/14/2017,New York,New York State,US,No,More than 5 years,Full-time,3,3,3,3,3,3,Staying the Same,Yes,Approve,"Energetic, smart employees across the organization. Current management team is forward thinking and driven. Opportunity to grow within the company.","Culture is evolving under new management team and stronger corporate parent (S&P Global). Different business lines battle for resources, which has made product development unpredictable in the past.", ,Director Marketing, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15690007.htm,Freelance Proofreader,6/29/2017,San Jose,California,US,Yes,More than 3 years, ,5,5,4,5,5,5,Getting Better,Yes,No Rating,Incredible staff support 24/7 via IM. Great at-home position. Proofreaders work remotely and are literally in locations all across the globe. Flexible schedule.,"Work is cyclical, based on the financial quarters. Very busy after quarter-end and then a slow-down, ramp-up, etc. Pay is okay; not great.", ,Freelance proofreader, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15591661.htm,Senior Sales Associate,6/22/2017,New York,New York State,US,Yes,Less than a year,Full-time,5,5,5,5,5,5,Getting Better,Yes,Approve,They recently acquired SNL Financial which gives sales reps even more to there is more to sell. Superior brand name recognition.,Integration of both data sets means there is a transition period from a tech standpoint but they are nearly completed.,Continue making S&P a one stop shop.,Sales Associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15391944.htm,Data Researcher,6/8/2017,Centennial,Colorado,US,Yes, ,Contract,2,1,4,2,4,2,Getting Worse,No,No Opinion,Good pay for contract position,"Lots of politics, Lack of autonomy to secure","Engage more with employees, even contracted employees",Data Researcher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW15117064.htm, ,5/18/2017,New York,New York State,US,No,More than 10 years,Full-time,3,0,0,0,0,0, , ,No Rating,"Job security, work life balance","Slow career growth, no transparency",Need professional management,Good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW14849255.htm,Senior Software Engineer,4/30/2017,New York,New York State,US,No,More than 3 years,Full-time,3,2,2,2,4,4,Getting Worse,No,Approve,"Good benefits 
Very flexible and team-centric company","Very few leaders who actually are technically skilled and are good implementers
Upper management is very poor at planning and strategizing  
Business commitments always take precedence over technological advancement 
No retention and recognition for top talent","Acquiring and retaining top talent in all locations
Give engineers the tools and accountability as well as remove the restrictions 
Good engineers do not need guidelines and procedures to get the job done
Planning of company wide milestones needs the involvement of all  stakeholders else you will end up with unrealistic timelines","Weak Leadership , Negative Outlook", 
