Employer's Name,Review Date,Pros,Cons,Advice to Sr. Management,Headline
S&P Global,9/1/2018,Stable Work Environment for me,Stale Ideas and too many meetings,"Think like consultants, not publishers of data",Good company but not young thinkers
S&P Global,8/31/2018,"Good solid revenue compared to others, good people",To many changes and the new management to new to industry, ,Associate Director
S&P Global,8/29/2018,Happy with the work profile and good compensation,Lack of growth opportunities  with respect to internal opportunities, ,Good job
S&P Global,8/28/2018,good for to gain market corporate action and other us and Canadian market based  company's merger,"night shift, not good growth, not good salary as other location get more salary and more benefit. not for long term stay.","rotate shift for people who is doing night shift, raise night shift allowance and provide cab facility to all who is doing night. change higher management staff who is not performing well or getting more compliant of them.Respect and understand employee need because of them company is running not because of of HR .",data research analyst
S&P Global,8/28/2018,"It is great working there, people are nice and 55 Water a great building as long as you are ok for your short term.",Management changes more often than normal. S&P Global Ratings is being taken over by Market Intelligence and lay-off’s at least twice a year.,Managers do not manage well and care not for the employee but the metrics. A KPI means KEY. Management will live with ANY performance indicators.  It’s made up metrics.,"Learned a lot, great while it lasted"
S&P Global,8/27/2018,"Meaningful work, helpful and friendly people",Not kept in the full loop of happenings during the summer, ,Great Experience
S&P Global,8/27/2018,Nothing to note for pros.  Good flexibility,NA.  Nothing to note for cons, ,Good Work Life Balance
S&P Global,8/21/2018,Great place and company to work,No downsides - I would have extended my contract had I not left on maternity leave, ,Brilliant
S&P Global,8/18/2018,Great exposure and good perks,none needs to address in cons, ,Good company to work with
S&P Global,8/6/2018,"Diverse, flexible working, growth and networking opportunities,",Same as any other global and US controlled company, ,Wonderful company to work with
S&P Global,7/24/2018,Attractive opportunities for career advancement and professional development.,Limited co-ordination between departments which results in duplication of resources and efforts.,"Simplify the ways of working.  Orient towards continuous experimentation, test and learn, learning from failures as well as successes.",Attractive opportunities
S&P Global,7/24/2018,Market leader with compensation to match,Bureaucratic machine with  indifferent leadership, ,Good employer
S&P Global,7/17/2018,"Networking, mentorship, benefits, and company culture",No negative aspects to report, ,Good experience
S&P Global,7/16/2018,"Hours are consistent, company offers websites to help learn new skill sets, work life balance is very manageable, office environment is great.",Most managers work remotely or in New York and creates a disconnect between teams that need more support. They also seem to prefer external hiring to internals and don't have much room for vertical movement.,Hire more employees from within the company. Create more abilities for team members to meet their manager in person to foster a better relationship,Great Entry Level Roles with Little Mobility
S&P Global,7/16/2018,"Money, although the bonus is a pittance",Everything but the money -- everything.,Hire American!,They'll set you up to fail
S&P Global,7/15/2018,Work life balance and nice colleagues,senior management and unnecessary projects, ,Good Company
S&P Global,7/5/2018,"- Unique sub-industry (within BFSI)
- Global work place","- no consistency in work practices
- too many changes in top leadership team", ,Leadership role
S&P Global,6/27/2018,Good work life balance.,"Slow growth, no skills development", ,Good company to work with !!
S&P Global,6/26/2018,"S&amp;P provides critical infrastructure to the financial service industry, such as ratings, indices, and data",Average quality of talents is below standard compared with major banks or asset management firms, ,An average financial service institution
