"","Employer.s.Name","Review.Link","Job.Title","City.Town.Name","State.Name","Country.Name","Interview.Date","Interview.Difficulty","Interview.Length..no..of.days.","Process","Interview.Outcome","Overall.Experience","Why.Decline","Negotiation.Phase","Interview.Question.1","Interview.Question.2","Interview.Question.3","Interview.Question.4","Interview.Question.5","Employer.Response"
"52","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9659527.htm","Product Consultant"," "," "," ","2/22/2016","Average",NA,"Step 1: Phone interview Step 2: 1:1 on site interview The company is great but the position is a fancy name for a customer service position. If you're looking for a position to do actual finance or data analysis, apply for other departments.","No Offer","Negative"," "," ","What is your level of nervous right now from 1-10 ?","What are the three components of financial statements"," "," "," ",NA
"53","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9976423.htm","Product Consultant","New York","New York State","US","3/20/2016","Easy",21,"1st round interview was a phone, second round was in person with two interviewers. Once at S&P they gave us a demo of their platform and then called us individually into an interview room. The interview was one on one, and lasted 30 min each. They want you to be concise and simple and see how well you can communicate.","No Offer","Neutral"," "," ","Tell me about yourself
Why your school and major?
Recent news news in the capital markets?
What do you know about S&P Capital IQ?
Tell me about your education experience/academic progression?
Tell me about a time when a person in your group wasn't pulling their own weight?
tell me about a time when you had to deal with a difficult person/situation"," "," "," "," ",NA
"54","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2333439.htm","Product Consultant","New York","New York State","US","2/1/2013","Very Easy",2,"I came in as an experienced hire, so my interview process was a bit different. Basically, it was sitting with three different people (a VP, an associate and my boss) and just talking about why I wanted the position and my strengths with customer service. Very easy interview- they need people so as long as you have a pulse you should be okay.","Accepted Offer","Negative"," ","Flat offer. No negotiation. At the end of the day, you are a pawn in a conglomerate- they don't care about you. It used to be that Capital IQ was an agile, small time software company. The company has gone to the dogs.","Basically having to sit there while the VP bashed my previous place of employment. I, being a professional (unlike half the people at the company), did not join in on the bashing. Still not sure if that was a test or if the VP is that immature. "," "," "," "," ",NA
"55","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2244551.htm","Product Consultant","New York","New York State","US","1/2/2013","Easy",14,"Applied through company website and I was sent an email with an interview dates and times. They invited me in for an interview and it was one-on-one interview. I was accepted for the second round interview which included meeting with 5 other people.","Declined Offer","Positive"," "," ","Asked about financial equations and formulas and if I had used them in any past financial forecasting. Also, asked me what it was. "," "," "," "," ",NA
"56","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4154491.htm","Product Consultant","Washington","District of Columbia","US","5/1/2014","Difficult",NA,"I applied through a campus recruiter. The process took three weeks, and I was interviewed by two people, a product consultant and a account manager. The interviewers were very straight forward about the position description, the hiring process, and the company culture. Most of the interview was spent discussing my major and qualifications, and there were very few behavioral questions.","No Offer","Positive"," "," ","I do not come from a finance background, so the interviewers really grilled me on how my background fit into the job position."," "," "," "," ",NA
"57","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3992594.htm","Product Consultant","Atlanta","Georgia","US","4/3/2014","Average",13,"First contact was at career fair. That lead to first interview on campus. Second interview was downtown. Third interview is in New York.","No Offer","Neutral"," "," ","What is your latest project?"," "," "," "," ",NA
"58","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2724922.htm","Product Consultant"," "," "," ","6/11/2013"," ",21,"The first round interview was on campus following a school career fair and resume drop. Next was a super day at the company's New York Ciy headquarters. All of the questions were very easy. They were mostly about your background and experience. Nothing to worry about at all. Emphasize a passion for finance and helping others, and you'll be fine.","Accepted Offer"," "," ","No negotiation.","Walk me through your resume. Tell me about a time you exhibited _____?"," "," "," "," ",NA
"59","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3207706.htm","Product Consultant"," "," "," ","10/20/2013"," ",NA,"Applied through on-campus recruiting. Standard interview questions.","No Offer"," "," "," ","Describe a time where you had to use your persuasion skills to change someone's mind."," "," "," "," ",NA
"60","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8464859.htm","Proofreader","Pähoa","Hawaii","US","10/28/2015","Easy",60,"Phone screening, followed by a long series of testing conducted online/via email to confirm ability to do the job. They estimate the unpaid training will take 20 hours. However because the test administrators/reviewers are in Manila and have a lot on their plates, response time with test results is slow. It took about 2 months to complete the process.","Accepted Offer","Neutral"," "," ","How well do you understand foreign accents?"," "," "," "," ",NA
"61","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW11679691.htm","Financial Analyst"," "," "," ","8/24/2016","Average",NA,"interviewer asked about general market inquiries, stock market basic knowledge and the usual stuff about yourself and dedication to work. it was a short interview, interviewer wasn't at all attentive","Accepted Offer","Positive"," "," ","something about yourself
familiarity with the company
familiarity with the market
knowledge about the job description
usual stuff, edge over other applicants"," "," "," "," ",NA
