"Employer.s.Name","Review.Link","Job.Title","Review.Date","Review.City.Town.Name","Review.State.Name","Review.Country.Name","Current.Job","Length.of.Employment","Employment.Status","Overall.Satisfaction","Career.Opportunities","Compensation...Benefits","Senior.Leadership","Work.Life.Balance","Culture...Values","Business.Outlook","Recommend.to.Friend","CEO.Approval","Pros","Cons","Advice.to.Sr..Management","Headline","Employer.Response"
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW21486451.htm","Financial Analyst","7/15/2018","Bengaluru","Karnataka","India","No","More than 3 years","Full-time",4,3,4,2,4,2,"Getting Better","Yes","Approve","very good company to work with","feels bored sometime routine work"," ","Its good to work for freshers well trained to employees"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW21460817.htm"," ","7/13/2018","Hyderabad","Telangana","India","Yes","More than 10 years","Full-time",3,0,0,0,0,0," "," ","No Rating","good work environment
healthy competition
Friendly culture","Less growth opportunity
scope of learning is minimal"," ","ORACLE DBA LEVEL 2"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW21442398.htm"," ","7/11/2018","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",4,3,3,3,4,3," "," ","No Rating","Can develop good financial knowledge and helpful to build yourself in the financial world after working hard in this profile.","Same work culture for long duration until and unless something changes happen."," ","Financial research associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW21301830.htm","J Research Associate","7/2/2018","Hyderabad","Telangana","India","No","More than 3 years","Full-time",4,4,4,4,5,4," ","Yes","No Rating","Annual Hikes are good
Very good cafeteria facilities","Internal movement little difficult but possible if management thinks"," ","Very Good Company to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW21228623.htm","Manager, Business Analysis","6/27/2018","Ahmedabad","Gujarat","India","No","More than 3 years","Full-time",4,5,3,5,5,5,"Getting Better","Yes","Approve","- In-depth implementation of Scrum
- Excellent Database &amp; Release Management
- Flexible In-out time (given that you complete 9 hours/day or 45 hours/week including breaks)
- Best in class infrastructure
- HR policy is excellent (30 Leaves in t","- Low package as compared to service based software industry
 - Infrastructure is best in class, but lacks best in class recreation area. They are creating new building. So, it should solve this issue.","Analyze salary of Software Department in market, and revise accordingly.","Good Company in Ahmedabad"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20955902.htm"," ","6/8/2018","Ahmedabad","Gujarat","India","Yes","More than 5 years","Full-time",4,5,5,2,5,5,"Getting Better","Yes","No Rating","Work culture is good. Friendly environment.","HR is not that great."," ","Assistant editor"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20911519.htm","Team Leader","6/5/2018","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",3,2,4,3,4,4,"Getting Better","Yes","Approve","Good Company to work, flexibility","Growth not so good, but lot of opportunities now to grow"," ","Team Lead"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20883447.htm","Senior Research Associate","6/4/2018","New Delhi","Delhi","India","No","More than 5 years","Full-time",4,3,5,5,3,5,"Getting Better","Yes","Approve","Great organization to work for","should provide more employee trainings","nothing. they are great and very supportive","Excellent company"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20823507.htm","Performance Engineer","5/30/2018","Hyderabad","Telangana","India","Yes","Less than a year"," ",4,3,3,3,3,3,"Getting Better","Yes","Approve","Will have enough time to learn things","Focus should me more on employee satisfaction",NA,"Good Place to Work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20774634.htm","Senior Infrastructure Engineer","5/27/2018","Ahmedabad","Gujarat","India","Yes","More than 5 years","Full-time",5,5,5,5,5,5,"Getting Better","Yes","Approve","Good opportunities to grow your career.","Nothing that I can think of."," ","Very Good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20760687.htm","Research Associate","5/26/2018","Gurgaon","Haryana","India","No","More than 3 years","Full-time",3,1,3,2,2,2,"Staying the Same","No","Approve","Okay-ish money; decent work-life balance.","You won't pick up any relevant skills during the job. Exposure would be extremely limited. Extremely few opportunities for growth.","Don't become like any other BPO.","Don't choose this as your first job. You can do better."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20740384.htm","Research Associate","5/24/2018","Hyderabad","Telangana","India","Yes","More than 5 years","Full-time",4,3,4,3,4,3," "," ","No Rating","Salary is good, No work pressure","Less Growth Opportunities, Culture has to improve"," ","Good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20673786.htm","Junior Research Associate","5/21/2018","Hyderabad","Telangana","India","No","More than a year","Full-time",3,2,3,4,4,5,"Getting Better","Yes","Approve","Initially you will get good pay","one can not plan for long term career"," ","Good for short term"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20575142.htm","Research Associate","5/14/2018","Gurgaon","Haryana","India","No","More than 3 years","Full-time",3,3,4,3,4,3," "," ","No Rating","HR and Leave Policy, work life balance compared to renowned MNCs","Redundant work, limited development and exposure","Upgrade technology","Data Researcher"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20563022.htm","Technology Quality Analyst","5/13/2018","Gurgaon","Haryana","India","No","More than a year","Full-time",3,2,3,2,5,4,"Staying the Same","No","Approve","1. Work-life balance is great
2. Easy going environment at the office.
3. Game room and other extra-curricular activities are quite frequent","1. Limited space for technical growth
2. Implicit office politics and favoritism
3. Financial growth is slow.","Encourage growth in technical skillset development of employees with new tech stack and open source forums.","Limited space for technical skillset development"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20435155.htm","Data Researcher","5/4/2018","Gurgaon","Haryana","India","Yes","More than a year","Full-time",5,0,0,0,0,0," "," ","No Rating","work life balance
good work culture","monotonous work
less pay now due to cost cutting"," ","Data Researcher"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20385630.htm","Data Researcher II","5/1/2018","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",5,3,4,3,5,3,"Getting Better","Yes","Approve","Team bonding. No politics. Nice benefits and flexibility for the employees. Transportation is free and work from home options are open even though it's limited","Conservative mentality from the management from initial stages of the comany still continues even though we need to adopt cutting edge technology."," ","Very Good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20362834.htm","Data Researcher","4/30/2018","Ahmedabad","Gujarat","India","Yes","More than a year","Full-time",2,1,1,2,2,4,"Getting Worse","No","Disapprove","Slower Growth than ever expected","Nothing new to be learned","Salary is too low...","Data Researcher"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20127453.htm","Associate","4/12/2018","Hyderabad","Telangana","India","No","More than a year","Full-time",3,0,0,0,0,0," "," ","No Rating","good for starters ONLY that to up to 3 years enough","Management politics and one way communication from MANAGEMENT","better to skip politics in performance and promotions issue","Satisfied"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20056006.htm","Research Associate","4/7/2018","Hyderabad","Telangana","India","Yes","More than a year","Full-time",1,1,4,1,2,3,"Getting Worse","No","Disapprove","Good pay
Flexible (limited to team)","Managers are full of Nepotism
More of telugu speaking company then english, if you know telugu it's good for else try to look for other alternatives
Limited learning
Unprofessional managment
Manager are more focused on building their number then to innovation, so if you are innovative it's a worst company to go for.","Be transparent
Focus more on employees then to just on managers and director.
Don't just say, implement it too","MNC but full of Nepotism"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20022229.htm","JRA","4/4/2018","Hyderabad","Telangana","India","Yes","More than a year","Full-time",1,0,0,0,0,0,"Getting Worse","No","Disapprove","If you are locatite and dnt want to grow this is best place","Its work exp hardly counts.......Please dont join.....Espcially in conversion and translation or Data inputs in short"," ","Danger"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20012216.htm","Applications Associate","4/4/2018","Hyderabad","Telangana","India","Yes","Less than a year","Full-time",4,3,3,5,3,4,"Getting Better","Yes","Approve","happy, happening, good work culture","less pay as per the job","try to ease the employee","good culture"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19701348.htm","Software Developer","3/15/2018","Gurgaon","Haryana","India","Yes","More than 3 years","Full-time",3,3,3,2,4,3,"Staying the Same","Yes","No Opinion","Good Work-life balance, WFH policy","Less challenging work(maybe pros for some people)"," ","Good work-life balance"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19679315.htm","Senior QA Engineer","3/14/2018","Ahmedabad","Gujarat","India","Yes","More than a year","Contract",3,2,4,4,4,2,"Getting Better","Yes","Approve","good infrastructure
good process
good environment work wise","no pick drop
Too less opportunity
no onsite opportunity
Promotions or Post take No. Of Years of experience as first criteria over Performance","Need to Hire some energetic managers","Good Work-Life Balance : Not ample amount of Opportunites"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19670762.htm","Senior Financial Analyst","3/13/2018","Ahmedabad","Gujarat","India","Yes","More than 3 years","Full-time",3,3,2,3,4,4,"Getting Better","Yes","Approve","Great working environment for employees","Paycheck is comparatively low","NC","Analyst Review"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19587129.htm","Junior Research Associate","3/8/2018","Hyderabad","Telangana","India","No","More than 3 years","Full-time",3,0,0,0,0,0," "," ","No Rating","Good company for freshers to start 
Good pay for starters","Less Opportunities to grow
Learning wise nothing more,
Culture wise its looks like a MNC but not."," ","Junior Research Analyst"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19548358.htm","Research Associate","3/6/2018","Gurgaon","Haryana","India","No","More than a year","Full-time",3,3,4,2,4,2,"Getting Better"," ","No Rating","Comfortable Work environment, company takes care of employees, invests in training and mentorship","Non stimulating work, slow and tedious career progression"," ","Research Associate in M&amp;A"," "
