"","cons_page1"
"322","Apuesta al futuro pero no toma buenas decisiones, muchas de ellas por antigüedad y no por capacidad"
"323","Not too much space to grow"
"324","Gestores dispreparados para lidar com gestão de equipe"
"325","there were too many mergers and acquisitions."
"326","Does reorganizations almost every year. Major decisions are made far above the heads of most workers, for reasons they cannot control. Matrix management is confusing and interferes with cohesion."
"327","People are more than just headcount."
"328","Don't expect promotions, no carrier growth"
"329","Sometimes was not very organized"
"330","Trabalha com tecnologias defasadas e produtos antigos. Não possui bolsas e incentivos para estudo."
"331","salarios baixos, plano de saude tem que pagar um taxa e vr esta abaixo do mercado tambem"
"332","Career progression could be slow"
"333","The impact of untimely layoffs."
"334","- Nothing big of a deal that cannot be remedied"
"335","- none so far but keep it up"
"336","Ultra competitive,  though not a bad thing"
"337","Diretores e Gerente sao pessimos, trata voce bem e aparentemente sao simpaticos mas por tras sao malignos, querem que voce se lasque."
